,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,valence,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
1486,Afou Den M Agapas,I Zoi Mono Etsi Ine Orea,Fivos Delivorias,1995-03-14,214146,23,0.446,0.625,0.382,0.291,0.0,0.195,-16.305,0.192,93.985,4
1487,Orkos,I Zoi Mono Etsi Ine Orea,Fivos Delivorias,1995-03-14,249160,7,0.608,0.688,0.254,0.361,1.03e-05,0.116,-12.744,0.027,96.851,4
1488,Patir Fivos Olomonahos,I Zoi Mono Etsi Ine Orea,Fivos Delivorias,1995-03-14,214600,6,0.576,0.618,0.419,0.626,0.0,0.365,-14.06,0.0434,129.975,4
1489,Me Vlepis Sa Filo,I Zoi Mono Etsi Ine Orea,Fivos Delivorias,1995-03-14,220626,6,0.623,0.666,0.462,0.532,0.0,0.0988,-12.515,0.0267,104.895,3
1490,I Kiki Kathe Vradi,I Zoi Mono Etsi Ine Orea,Fivos Delivorias,1995-03-14,156320,14,0.489,0.843,0.156,0.321,0.0,0.123,-13.344,0.0349,93.048,3
1491,Tahidromos,I Zoi Mono Etsi Ine Orea,Fivos Delivorias,1995-03-14,77466,6,0.435,0.874,0.388,0.391,4.39e-06,0.139,-17.288,0.0527,153.66,3
1492,To Pinelo,Exo,Fivos Delivorias,2007-03-23,207373,7,0.739,0.372,0.689,0.821,6.11e-06,0.103,-6.33,0.0416,101.033,4
1493,Adiakopa,Exo,Fivos Delivorias,2007-03-23,196240,21,0.752,0.807,0.299,0.475,0.0,0.071,-8.599,0.0307,104.929,3
1494,I Pera Hora,Exo,Fivos Delivorias,2007-03-23,257920,9,0.673,0.226,0.723,0.766,0.000822,0.167,-7.378,0.0297,119.991,4
1495,O Proorismos,Exo,Fivos Delivorias,2007-03-23,224960,13,0.619,0.589,0.566,0.54,0.000223,0.106,-8.014,0.0292,119.995,3
1496,To Souxe Tis Elsas,Exo,Fivos Delivorias,2007-03-23,244733,6,0.702,0.346,0.784,0.919,4.12e-06,0.0682,-6.016,0.0334,125.079,4
1497,Lexis,Exo,Fivos Delivorias,2007-03-23,277653,6,0.455,0.792,0.487,0.324,0.0,0.13,-8.164,0.033,187.684,4
1498,Ke Tou Hronou,Exo,Fivos Delivorias,2007-03-23,236706,9,0.698,0.483,0.774,0.948,0.0,0.213,-5.756,0.0304,122.053,4
1499,Tsitsanis 1983 (Tin Antamosa Ena Vradi),Exo,Fivos Delivorias,2007-03-23,266600,6,0.608,0.46,0.508,0.359,1.2e-05,0.164,-6.956,0.0293,104.954,4
1500,Diskografiki,Exo,Fivos Delivorias,2007-03-23,382186,4,0.634,0.574,0.596,0.626,0.000121,0.121,-5.916,0.0271,97.977,4
1501,K-13,Exo,Fivos Delivorias,2007-03-23,311920,6,0.802,0.695,0.583,0.953,0.0,0.0777,-6.512,0.0321,114.991,4
1502,O.K.,Exo,Fivos Delivorias,2007-03-23,188640,19,0.743,0.452,0.575,0.722,0.0,0.0898,-6.515,0.0701,118.197,5
1503,To Kalokeri Tha Erthi,Exo,Fivos Delivorias,2007-03-23,274360,18,0.561,0.967,0.329,0.442,1.6e-05,0.129,-11.346,0.0306,76.296,4
1504,MR3,O Kathreftis,Fivos Delivorias,2003-03-14,250706,16,0.65,0.337,0.802,0.687,0.000879,0.0872,-3.766,0.0293,120.949,4
1505,Den Xero Ti Ine,O Kathreftis,Fivos Delivorias,2003-03-14,213466,11,0.478,0.435,0.515,0.191,2.51e-06,0.121,-6.925,0.0272,109.798,4
1506,Treno Stin Korifogrammi (Slow Train),O Kathreftis,Fivos Delivorias,2003-03-14,389773,10,0.573,0.133,0.88,0.558,1.76e-06,0.245,-2.462,0.0561,92.972,4
1507,Afti Pou Pernai,O Kathreftis,Fivos Delivorias,2003-03-14,244080,34,0.765,0.396,0.584,0.531,0.0,0.142,-6.334,0.0392,123.969,4
1508,To Mellon Ap' To Parelthon,O Kathreftis,Fivos Delivorias,2003-03-14,252346,14,0.65,0.574,0.495,0.134,2.01e-05,0.21,-7.388,0.0607,84.021,4
1509,Ivreopobi,O Kathreftis,Fivos Delivorias,2003-03-14,263586,20,0.746,0.761,0.603,0.804,0.0,0.0867,-6.798,0.058,121.927,4
1510,I Episkepsi Tou Kesara,O Kathreftis,Fivos Delivorias,2003-03-14,272066,8,0.689,0.347,0.515,0.551,6.05e-06,0.0863,-9.983,0.0981,87.971,4
1511,O Kathreftis,O Kathreftis,Fivos Delivorias,2003-03-14,300013,33,0.62,0.595,0.579,0.571,2.42e-05,0.0347,-5.48,0.0284,116.375,3
1512,Christougenna,O Kathreftis,Fivos Delivorias,2003-03-14,228040,12,0.393,0.729,0.524,0.282,3.91e-05,0.16,-6.637,0.0418,93.944,4
1513,I Omorfi Porta,O Kathreftis,Fivos Delivorias,2003-03-14,241826,10,0.37,0.903,0.399,0.635,7.47e-05,0.12,-9.215,0.0349,90.004,3
1514,Que Bonita,Flery: Treli tou feggariou,Flery Dandonaki,2003-10-02,101746,1,0.422,0.983,0.287,0.241,0.00412,0.373,-12.231,0.0338,92.554,4
1515,Ta Matoklada Sou Laboun - Live,Afieroma Ston Marko Vamvakari,George Dalaras,2003-01-01,167253,18,0.661,0.374,0.769,0.706,0.000389,0.804,-4.503,0.066,133.933,4
1516,Fragosiriani - Live,Afieroma Ston Marko Vamvakari,George Dalaras,2003-01-01,247246,36,0.516,0.34,0.682,0.601,0.0,0.979,-5.335,0.066,113.508,4
1517,Oli I Rebetes Tou Dounia - Live,Afieroma Ston Marko Vamvakari,George Dalaras,2003-01-01,226733,17,0.609,0.348,0.835,0.725,2.73e-05,0.739,-4.114,0.063,115.429,4
1518,Siros - Live,Afieroma Ston Marko Vamvakari,George Dalaras,2003-01-01,167093,10,0.558,0.19,0.83,0.543,0.0,0.771,-4.447,0.038,88.897,4
1519,Tha 'Rtho Na Se Xipniso - Live,Afieroma Ston Marko Vamvakari,George Dalaras,2003-01-01,176413,10,0.514,0.221,0.781,0.741,0.0,0.936,-4.816,0.0518,80.012,4
1520,Ela Na Pame Eki Pou Les - Live,Afieroma Ston Marko Vamvakari,George Dalaras,2003-01-01,190960,9,0.544,0.42,0.782,0.586,0.0,0.734,-4.382,0.0397,95.513,4
1521,Ta Ziliarika Sou Matia - Live,Afieroma Ston Marko Vamvakari,George Dalaras,2003-01-01,163506,10,0.475,0.258,0.817,0.826,0.0,0.856,-5.593,0.088,172.987,4
1522,O Markos Politehnitis - Live,Afieroma Ston Marko Vamvakari,George Dalaras,2003-01-01,172346,8,0.711,0.503,0.787,0.712,0.0,0.758,-3.535,0.0395,105.804,4
1523,Ta Omorfa Ta Galana Sou Matia - Live,Afieroma Ston Marko Vamvakari,George Dalaras,2003-01-01,186306,8,0.614,0.426,0.702,0.433,0.0,0.783,-4.167,0.0467,107.189,4
1524,O Markos Ipourgos - Live,Afieroma Ston Marko Vamvakari,George Dalaras,2003-01-01,151672,9,0.695,0.314,0.79,0.844,1.65e-05,0.72,-4.607,0.0344,105.816,4
1525,Mikros Arravoniastika - Live,Afieroma Ston Marko Vamvakari,George Dalaras,2003-01-01,232120,11,0.622,0.323,0.879,0.769,0.0,0.954,-3.34,0.0285,90.942,4
1526,Skila M' Ekanes Ke Liono - Live,Afieroma Ston Marko Vamvakari,George Dalaras,2003-01-01,181301,8,0.588,0.339,0.677,0.503,2.59e-05,0.688,-5.1,0.068,121.757,4
1527,Hronia Ston Perea - Live,Afieroma Ston Marko Vamvakari,George Dalaras,2003-01-01,193146,8,0.634,0.425,0.736,0.576,0.0,0.826,-4.939,0.0538,141.358,4
1528,Sto Faliro Pou Plenese - Live,Afieroma Ston Marko Vamvakari,George Dalaras,2003-01-01,151493,7,0.658,0.539,0.773,0.705,0.0,0.822,-3.893,0.0321,106.881,4
1529,Kathe Vradi Tha Se Perimeno - Live,Afieroma Ston Marko Vamvakari,George Dalaras,2003-01-01,209093,8,0.643,0.488,0.73,0.705,0.0,0.702,-3.594,0.0602,114.311,4
1530,Na Pethanis - Live,Afieroma Ston Marko Vamvakari,George Dalaras,2003-01-01,148013,7,0.574,0.181,0.784,0.803,0.0,0.734,-5.029,0.112,97.222,4
1531,Atakti - Live,Afieroma Ston Marko Vamvakari,George Dalaras,2003-01-01,225546,8,0.588,0.419,0.743,0.469,1.07e-06,0.693,-3.4,0.0547,121.395,4
1532,Kaf' Tone Stavro Kaf' Tone - Live,Afieroma Ston Marko Vamvakari,George Dalaras,2003-01-01,199880,7,0.645,0.637,0.847,0.744,0.000242,0.885,-3.334,0.041,104.675,4
1533,Efoumername Ena Vradi - Live,Afieroma Ston Marko Vamvakari,George Dalaras,2003-01-01,182666,10,0.699,0.393,0.748,0.794,0.0,0.687,-4.472,0.0662,120.236,4
1534,Bouzouki Mou Diplohordo - Live,Afieroma Ston Marko Vamvakari,George Dalaras,2003-01-01,146800,7,0.433,0.274,0.861,0.754,0.0,0.707,-3.729,0.172,205.672,4
1535,O Kalogiros - Live,Afieroma Ston Marko Vamvakari,George Dalaras,2003-01-01,196280,6,0.55,0.371,0.689,0.6,0.0,0.888,-3.797,0.044,102.175,4
1536,Alexandriani - Live,Afieroma Ston Marko Vamvakari,George Dalaras,2003-01-01,132075,7,0.522,0.418,0.907,0.817,0.0,0.879,-3.194,0.0442,123.988,3
1537,Rixe Tsiggana Ta Hartia - Live,Afieroma Ston Marko Vamvakari,George Dalaras,2003-01-01,169273,6,0.561,0.321,0.695,0.612,0.0,0.79,-5.185,0.059,88.483,4
1538,To Bouzouki Sto Parisi - Live,Afieroma Ston Marko Vamvakari,George Dalaras,2003-01-01,196786,6,0.541,0.214,0.789,0.759,2.2e-05,0.86,-4.596,0.103,168.475,4
1539,Ta Karavotsakismata - Live,Afieroma Ston Marko Vamvakari,George Dalaras,2003-01-01,180893,7,0.602,0.4,0.819,0.517,0.0,0.668,-3.436,0.0505,120.923,4
1540,Osi Ehoune Polla Lefta - Live,Afieroma Ston Marko Vamvakari,George Dalaras,2003-01-01,174106,8,0.581,0.338,0.848,0.758,9.81e-06,0.777,-3.286,0.0306,105.534,4
1541,An M' Axiosi O Theos - Live,Afieroma Ston Marko Vamvakari,George Dalaras,2003-01-01,208700,6,0.757,0.31,0.697,0.555,2.55e-05,0.759,-4.232,0.0498,111.105,4
1542,Adilaloun I Filakes - Live,Afieroma Ston Marko Vamvakari,George Dalaras,2003-01-01,236133,6,0.417,0.289,0.897,0.754,7.88e-06,0.78,-4.78,0.209,175.046,4
1543,Glikoharazoun Ta Vouna (Ta Vlepo Skotina) - Remastered 2003,50 Hronia Rebetiko Tragoudi,George Dalaras,2003-01-01,234480,7,0.635,0.611,0.604,0.675,0.0,0.309,-5.15,0.0276,133.33,4
1544,Ti Sou Lei I Mana Sou Gia Mena - Remastered 2003,50 Hronia Rebetiko Tragoudi,George Dalaras,2003-01-01,183906,10,0.701,0.547,0.589,0.847,0.0,0.0761,-4.248,0.0321,146.829,4
1545,Tou Votanikou O Magas - Remastered 2003,50 Hronia Rebetiko Tragoudi,George Dalaras,2003-01-01,230720,21,0.737,0.624,0.788,0.903,2.59e-06,0.12,-3.287,0.0294,148.805,4
1546,Tha Kano Dou Vre Poniri - Remastered 2003,50 Hronia Rebetiko Tragoudi,George Dalaras,2003-01-01,271800,5,0.476,0.467,0.551,0.502,1.98e-05,0.144,-6.211,0.0324,60.05,4
1547,Oli I Rebetes Tou Dounia - Remastered 2003,50 Hronia Rebetiko Tragoudi,George Dalaras,2003-01-01,222586,6,0.706,0.498,0.567,0.671,1.13e-05,0.141,-4.689,0.0281,106.212,4
1548,To Gramma - Remastered 2003,50 Hronia Rebetiko Tragoudi,George Dalaras,2003-01-01,242546,6,0.494,0.53,0.669,0.708,4.47e-06,0.39,-5.954,0.0323,110.824,4
1549,Gia Tin Aponia Sou - Remastered 2003,50 Hronia Rebetiko Tragoudi,George Dalaras,2003-01-01,163040,4,0.666,0.55,0.526,0.598,0.0,0.131,-4.227,0.0421,146.683,4
1550,To Hrima Den To Logariazo - Remastered 2003,50 Hronia Rebetiko Tragoudi,George Dalaras,2003-01-01,160026,4,0.658,0.478,0.527,0.736,0.0,0.0538,-4.198,0.0309,93.268,4
1551,Enas Alitis Pethane - Remastered 2003,50 Hronia Rebetiko Tragoudi,George Dalaras,2003-01-01,222640,10,0.728,0.534,0.598,0.678,3.09e-06,0.0591,-4.157,0.0337,120.201,4
1552,Alla Mou Len Ta Matia Sou - Remastered 2003,50 Hronia Rebetiko Tragoudi,George Dalaras,2003-01-01,181186,11,0.716,0.529,0.669,0.816,4.41e-06,0.174,-4.784,0.029,82.164,4
1553,Irth' O Himonas - Remastered 2003,50 Hronia Rebetiko Tragoudi,George Dalaras,2003-01-01,209706,5,0.71,0.741,0.475,0.866,0.0,0.234,-8.482,0.0347,75.279,4
1554,O Manolis - Remastered 2003,50 Hronia Rebetiko Tragoudi,George Dalaras,2003-01-01,221573,4,0.529,0.862,0.41,0.634,0.0,0.0734,-5.517,0.0307,79.941,4
1555,Varvakio - Remastered 2003,50 Hronia Rebetiko Tragoudi,George Dalaras,2003-01-01,220706,3,0.749,0.376,0.557,0.667,0.0,0.111,-4.113,0.0321,106.219,3
1556,Giovan Tsaous - Remastered 2003,50 Hronia Rebetiko Tragoudi,George Dalaras,2003-01-01,236666,3,0.657,0.582,0.496,0.622,3.37e-05,0.0967,-5.534,0.0478,77.751,5
1557,Omorfi Pireotissa - Remastered 2003,50 Hronia Rebetiko Tragoudi,George Dalaras,2003-01-01,212573,10,0.631,0.724,0.555,0.693,0.0,0.0528,-3.734,0.0293,142.354,5
1558,Paraponiariko - Remastered 2003,50 Hronia Rebetiko Tragoudi,George Dalaras,2003-01-01,217733,16,0.691,0.666,0.618,0.582,2.34e-05,0.0614,-4.411,0.0329,122.554,4
1559,Peftis Se Lathi - Remastered 2003,50 Hronia Rebetiko Tragoudi,George Dalaras,2003-01-01,175026,6,0.617,0.428,0.583,0.841,0.0,0.085,-4.598,0.0308,150.914,3
1560,O Kavouras - Remastered 2003,50 Hronia Rebetiko Tragoudi,George Dalaras,2003-01-01,175800,5,0.663,0.558,0.538,0.667,2.54e-06,0.214,-4.53,0.0301,117.572,4
1561,O Pikinos - Remastered 2003,50 Hronia Rebetiko Tragoudi,George Dalaras,2003-01-01,301653,3,0.549,0.621,0.421,0.459,0.0,0.1,-4.235,0.0327,122.536,4
1562,Oti Ki An Po Den Se Xehno - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,182400,7,0.347,0.442,0.674,0.575,0.0,0.457,-5.375,0.0921,82.399,4
1563,Kathe Vradi Pada Lipimeni - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,167093,6,0.491,0.274,0.821,0.6,1.01e-06,0.93,-5.142,0.137,157.075,4
1564,Peftoun Tis Vrohis I Stales - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,140813,4,0.544,0.287,0.667,0.559,7.98e-05,0.448,-6.453,0.0387,129.173,4
1565,Glikoharazoun Ta Vouna - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,167506,4,0.493,0.432,0.735,0.587,3.39e-05,0.901,-5.835,0.0372,135.899,4
1566,"Ti Simera, Ti Avrio, Ti Tora - Live","O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,193506,4,0.527,0.538,0.694,0.478,0.0,0.679,-5.278,0.0546,86.415,4
1567,Tha Kano Dou Vre Poniri - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,158000,4,0.613,0.309,0.731,0.502,2.36e-05,0.691,-5.668,0.0365,129.332,4
1568,Pira Ti Strata Ki Erhome - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,163080,4,0.536,0.558,0.766,0.651,3.97e-06,0.871,-5.347,0.0383,132.544,4
1569,Peftis Se Lathi - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,103200,4,0.379,0.34,0.754,0.74,0.0,0.21,-5.742,0.0447,173.184,4
1570,Giati Me Xipnises Proi - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,141466,4,0.413,0.35,0.775,0.491,0.0,0.763,-5.049,0.0437,141.807,4
1571,Ti Se Meli Esena Ki An Girno - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,108066,4,0.355,0.355,0.862,0.571,0.0,0.728,-4.361,0.145,199.734,4
1572,Fadazes San Priggipessa - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,206333,4,0.52,0.392,0.721,0.519,0.000348,0.136,-5.268,0.0325,94.127,4
1573,Varka Gialo - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,152733,3,0.425,0.256,0.735,0.79,0.0,0.896,-4.566,0.0505,183.393,4
1574,Paliose To Sakaki Mou - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,122720,5,0.58,0.328,0.787,0.473,1.48e-05,0.573,-4.702,0.0436,74.25,4
1575,Akrogialies Dilina - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,204773,3,0.417,0.315,0.7,0.491,0.0,0.61,-6.137,0.0376,122.92,4
1576,I Zimia - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,159800,3,0.564,0.392,0.743,0.667,1.07e-06,0.739,-4.588,0.0338,135.401,4
1577,Ela Opos Ise - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,114000,2,0.564,0.489,0.693,0.633,0.0,0.363,-4.014,0.03,138.188,4
1578,Zaira - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,70386,3,0.488,0.642,0.519,0.646,0.0,0.721,-6.261,0.0383,118.335,4
1579,I Serah - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,109000,2,0.395,0.0733,0.63,0.443,1.89e-05,0.678,-6.257,0.0368,122.007,4
1580,Gennithika Gia Na Pono - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,169720,2,0.537,0.521,0.666,0.432,6e-06,0.635,-6.177,0.0339,120.324,4
1581,I Magissa Tis Arapias - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,90773,4,0.477,0.143,0.742,0.601,0.0,0.361,-5.05,0.0413,88.016,4
1582,Nihtes Magikes (Arapines) - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,171213,4,0.416,0.0223,0.737,0.465,8.49e-06,0.323,-5.438,0.0528,126.826,4
1583,Baxe Tsifliki - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,168826,5,0.542,0.37,0.865,0.724,5.3e-05,0.485,-5.161,0.0441,98.68,4
1584,I Arhodissa - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,207613,2,0.499,0.273,0.777,0.467,2.04e-06,0.945,-4.537,0.0571,91.606,4
1585,Ta Kavourakia - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,229920,4,0.561,0.252,0.773,0.759,1.74e-06,0.451,-6.703,0.03,130.641,4
1586,Otan Sta Kedra Se Pigeno - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,105093,3,0.503,0.421,0.649,0.713,0.0,0.377,-5.177,0.0366,90.441,4
1587,Serse La Fam - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,78346,2,0.566,0.474,0.631,0.741,0.0,0.855,-5.844,0.0352,91.577,4
1588,Horisame Ena Dilino - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,131266,4,0.451,0.296,0.735,0.672,1.52e-05,0.138,-5.396,0.0341,147.575,4
1589,Imaste Alania - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,147533,3,0.396,0.18,0.907,0.74,0.0,0.585,-4.485,0.0859,202.154,4
1590,Otan Simvi Sta Perix - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,143426,3,0.623,0.411,0.74,0.714,6.2e-06,0.69,-4.33,0.0477,126.753,4
1591,To Skalopati Sou - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,175013,3,0.345,0.523,0.669,0.472,0.0,0.651,-5.638,0.0523,90.389,4
1592,Mes Tin Poli Skotoura Mou - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,236120,3,0.572,0.369,0.651,0.388,0.000936,0.875,-5.812,0.031,128.084,4
1593,Adilaloune Ta Vouna - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,158146,2,0.444,0.101,0.595,0.34,8.24e-06,0.691,-5.501,0.0485,114.235,4
1594,Ta Xena Heria - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,233133,2,0.329,0.524,0.5,0.324,0.0,0.967,-5.554,0.0344,196.968,3
1595,Argosvinis Moni - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,208866,9,0.354,0.181,0.601,0.519,0.0,0.589,-5.858,0.0338,120.831,4
1596,Kane Ligaki Ipomoni (Min Apelpizese) - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,141853,3,0.449,0.242,0.621,0.483,0.0,0.649,-6.776,0.031,127.14,4
1597,Ta Limania - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,172080,2,0.376,0.286,0.715,0.635,0.0,0.914,-5.603,0.0588,174.127,4
1598,Me Paresire To Rema - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,181973,3,0.535,0.233,0.631,0.628,0.0,0.644,-5.661,0.0326,158.302,4
1599,To 'Xera Pos Tha Mou Figis - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,217880,2,0.372,0.0889,0.719,0.466,0.0,0.962,-5.373,0.0468,172.8,4
1600,Aspro Poukamiso - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,162000,3,0.546,0.418,0.661,0.456,9.13e-05,0.937,-5.161,0.0327,113.115,4
1601,Sto Tounezi Stin Barbaria / Kaiki Mou Ai Nikola - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,245866,7,0.505,0.195,0.817,0.791,0.0,0.73,-4.944,0.0342,93.309,4
1602,Ximeroni Ke Vradiazi - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,160333,4,0.433,0.204,0.942,0.612,0.0,0.96,-5.055,0.0926,111.306,4
1603,I Aharisti - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,206693,4,0.352,0.274,0.751,0.394,1.76e-06,0.714,-7.84,0.0921,79.242,4
1604,Sinnefiasmeni Kiriaki - Live,"O,ti Ki An Po Den Se Xehno",George Dalaras,2003-12-30,230346,4,0.454,0.175,0.691,0.532,0.0,0.801,-8.526,0.0538,130.64,4
1605,I Kabanes Tis Agias Sofias - Remastered 2004,Mikra Asia,George Dalaras,2004-01-01,172773,3,0.484,0.661,0.438,0.544,0.0,0.205,-5.811,0.0309,129.341,4
1606,Mes' Tou Vosporou Ta Stena - Remastered 2004,Mikra Asia,George Dalaras,2004-01-01,193386,13,0.371,0.693,0.554,0.711,0.0,0.249,-5.378,0.0317,165.697,1
1607,Dio Palikaria Ap' T' Aivali - Remastered 2004,Mikra Asia,George Dalaras,2004-01-01,151693,8,0.768,0.711,0.525,0.894,0.0,0.148,-5.318,0.0312,120.463,5
1608,I Prosfigia - Remastered 2004,Mikra Asia,George Dalaras,2004-01-01,196306,2,0.298,0.574,0.488,0.424,0.0,0.128,-4.988,0.0325,153.457,4
1609,I Smirni - Remastered 2004,Mikra Asia,George Dalaras,2004-01-01,200826,4,0.287,0.824,0.361,0.252,0.0,0.114,-7.984,0.0319,95.485,4
1610,Petra-Petra Htisame - Remastered 2004,Mikra Asia,George Dalaras,2004-01-01,151813,2,0.637,0.587,0.475,0.651,0.0,0.0676,-6.983,0.0327,102.5,5
1611,Giorti Zeibekidon - Remastered 2004,Mikra Asia,George Dalaras,2004-01-01,192800,8,0.511,0.883,0.719,0.69,0.00219,0.141,-7.014,0.0408,176.157,3
1612,To Spiti Mou To Patriko - Remastered 2004,Mikra Asia,George Dalaras,2004-01-01,163853,3,0.544,0.762,0.524,0.639,0.0,0.144,-3.612,0.0289,136.486,4
1613,Pire Fotia To Kordelio - Remastered 2004,Mikra Asia,George Dalaras,2004-01-01,126270,2,0.72,0.836,0.463,0.769,0.0,0.279,-6.588,0.0323,111.692,4
1614,Ti Na Thimitho Ti Na Xehaso - Remastered 2004,Mikra Asia,George Dalaras,2004-01-01,150720,9,0.698,0.608,0.53,0.63,2.65e-06,0.0918,-6.438,0.04,122.477,4
1615,O Marmaromenos Vasilias - Remastered 2004,Mikra Asia,George Dalaras,2004-01-01,180853,8,0.733,0.799,0.419,0.866,0.0,0.208,-6.814,0.0349,116.576,4
1616,Agria Ton Astron Mousiki,Apo 'Do Kai Pano,Giannis Aggelakas,2005-01-01,396893,16,0.589,0.344,0.415,0.417,1.94e-05,0.104,-10.329,0.032,139.97,4
1617,Siga Min Klapso,Apo 'Do Kai Pano,Giannis Aggelakas,2005-01-01,398560,36,0.485,0.00489,0.638,0.638,0.00757,0.0545,-9.636,0.0301,154.44,4
1618,Paroimies Apo Ton Krono,Apo 'Do Kai Pano,Giannis Aggelakas,2005-01-01,317240,7,0.527,0.816,0.706,0.39,0.508,0.282,-14.023,0.0658,141.688,4
1619,Mesa Mou O Aeras Pou Fysa,Apo 'Do Kai Pano,Giannis Aggelakas,2005-01-01,254760,9,0.495,0.00622,0.687,0.474,0.0796,0.0899,-9.661,0.045,142.987,4
1620,Episkeptes,Apo 'Do Kai Pano,Giannis Aggelakas,2005-01-01,155133,10,0.769,0.501,0.301,0.698,0.0145,0.252,-11.128,0.344,142.183,4
1621,I Agapi Ormaei Mprosta,Apo 'Do Kai Pano,Giannis Aggelakas,2005-01-01,376880,11,0.666,0.0317,0.506,0.505,0.212,0.0716,-9.813,0.0309,90.622,4
1622,Airetiko,Apo 'Do Kai Pano,Giannis Aggelakas,2005-01-01,281226,16,0.625,0.0659,0.641,0.268,0.0112,0.168,-9.9,0.0677,84.026,4
1623,Kala Pou Egina Spoudaios Kai Tranos,Apo 'Do Kai Pano,Giannis Aggelakas,2005-01-01,150973,9,0.677,0.294,0.504,0.961,0.0492,0.12,-10.491,0.0633,220.358,4
1624,Paei,Apo 'Do Kai Pano,Giannis Aggelakas,2005-01-01,360786,5,0.611,0.103,0.52,0.393,0.216,0.284,-10.584,0.0315,133.326,4
1625,Apo 'Do Kai Pano,Apo 'Do Kai Pano,Giannis Aggelakas,2005-01-01,199106,10,0.589,0.0189,0.659,0.65,0.0112,0.193,-7.863,0.142,93.808,4
1626,O! Despoinis Mou Outopia,Apo 'Do Kai Pano,Giannis Aggelakas,2005-01-01,218520,4,0.319,0.967,0.102,0.113,4.59e-05,0.497,-14.658,0.0335,75.272,1
1627,Mesa Mou O Aeras Pou Fysa - Apo Tin Kriti,Apo 'Do Kai Pano,Giannis Aggelakas,2005-01-01,440306,5,0.236,0.321,0.647,0.853,0.000126,0.097,-9.846,0.0322,150.713,4
1628,Siga Min Klapso - Dub Mix,Apo 'Do Kai Pano,Giannis Aggelakas,2005-01-01,314333,8,0.702,0.0369,0.648,0.552,0.585,0.0567,-9.931,0.0575,154.397,4
1629,Mimis,Apo 'Do Kai Pano,Giannis Aggelakas,2005-01-01,131773,2,0.429,0.946,0.0895,0.234,0.0,0.366,-22.505,0.0691,109.154,4
1630,I Agapi Ormaei Mprosta - Dance Mix,Apo 'Do Kai Pano,Giannis Aggelakas,2005-01-01,331040,3,0.635,0.00055,0.886,0.347,0.789,0.138,-10.331,0.0702,110.016,4
