,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,valence,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
4336,Den Ehi Arhi - From “Lola”,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,178786,2,0.368,0.789,0.43,0.389,0.0348,0.289,-8.369,0.035,120.032,4
4337,Hathike To Feggari,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,307786,3,0.344,0.932,0.329,0.31,0.00307,0.0994,-10.608,0.0302,105.025,4
4338,"Oniro Demeno - From ""Lola""",45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,211493,3,0.817,0.54,0.454,0.807,2.21e-05,0.0735,-6.95,0.0379,116.759,4
4339,O Horos Tou Sakena - Remastered,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,145160,7,0.601,0.66,0.613,0.488,0.222,0.0641,-5.828,0.0355,142.706,1
4340,Mia Volta Gia Ton Filo Mou,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,193320,2,0.389,0.431,0.672,0.517,0.75,0.0941,-9.862,0.034,137.187,4
4341,Stou Othona Ta Hronia,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,235453,4,0.435,0.687,0.346,0.478,0.000613,0.095,-10.078,0.0404,118.981,4
4342,Matia Vourkomena - Remastered,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,180946,7,0.532,0.743,0.604,0.682,0.0,0.376,-8.194,0.0369,122.259,4
4343,O Lefteris - Remastered,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,197266,2,0.502,0.703,0.633,0.961,0.000164,0.0906,-6.831,0.0354,141.016,4
4344,Aspri Mera Ke Gia Mas - Remastered,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,196586,4,0.313,0.777,0.271,0.266,0.0216,0.119,-12.465,0.0295,86.5,4
4345,Me Ti Kardia Ton Kosmo N' Arnitho (Me Ti Kardia Na S' Apoheretiso),45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,203080,3,0.347,0.813,0.389,0.403,7.62e-06,0.0793,-10.051,0.0318,125.3,5
4346,I Nihta,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,205586,3,0.392,0.735,0.348,0.4,0.0,0.106,-8.238,0.0287,94.889,4
4347,Vale Ki Allo Piato Sto Trapezi,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,183040,2,0.336,0.764,0.295,0.18,1.6e-05,0.107,-10.567,0.028,96.255,4
4348,Den Sou Hrostao Tipota,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,139880,1,0.716,0.823,0.544,0.795,0.0,0.187,-7.168,0.0431,105.249,4
4349,Palikaraki Pou 'Liosa,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,206880,1,0.79,0.629,0.551,0.682,0.000422,0.0312,-6.549,0.0331,127.76,4
4350,Ipomoni - Remastered,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,158506,2,0.373,0.49,0.52,0.745,0.0,0.309,-6.297,0.0341,70.19,4
4351,Girna Me Sta Perasmena,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,160640,1,0.551,0.262,0.656,0.725,2.46e-05,0.187,-8.186,0.0303,134.165,5
4352,Fos Tis Avgis - Remastered,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,125173,1,0.545,0.506,0.779,0.917,1.93e-05,0.235,-6.978,0.0346,148.741,4
4353,Ta Trena Pou 'Figan - Remastered,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,173680,2,0.396,0.919,0.43,0.43,6.91e-06,0.106,-8.519,0.0315,101.945,4
4354,Stou Delivoria,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,166560,1,0.392,0.472,0.517,0.47,2.66e-06,0.121,-8.79,0.0358,100.593,4
4355,Exo Fisai Ke Vrehi,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,159920,1,0.581,0.562,0.491,0.479,0.00187,0.0808,-10.925,0.0559,133.806,4
4356,Palikari Dipsasmeno,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,245426,1,0.365,0.644,0.535,0.407,4.76e-06,0.139,-10.213,0.0405,112.444,4
4357,Klapste Ourani Ki Asteria - Remastered,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,196973,1,0.458,0.594,0.419,0.24,2.32e-05,0.106,-9.468,0.0394,102.548,4
4358,Ta Rologia - Radio Edit,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,179786,1,0.363,0.696,0.295,0.242,0.0022,0.214,-13.69,0.027,99.285,4
4359,Asteri Sto Parathiro,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,194306,1,0.402,0.432,0.731,0.365,5.35e-05,0.0871,-7.444,0.0521,103.781,4
4360,Ta Rologia - Remastered,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,230506,1,0.254,0.528,0.423,0.251,0.000788,0.0942,-9.484,0.0323,107.298,4
4361,Giati Tharris Me Kefi,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,184280,1,0.527,0.55,0.724,0.818,0.0,0.208,-8.246,0.0341,119.235,4
4362,Giousouroum,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,245453,2,0.458,0.378,0.815,0.935,0.00571,0.27,-5.703,0.0342,127.374,4
4363,Ena Proino (Anabel),45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,182426,2,0.296,0.384,0.338,0.618,0.0,0.1,-11.643,0.0279,80.845,4
4364,Se Zito - Remastered,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,159573,1,0.446,0.151,0.475,0.507,0.0,0.458,-12.061,0.0346,98.634,4
4365,Ti Na Thimitho - Remastered,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,167866,1,0.474,0.594,0.205,0.364,5.66e-05,0.213,-16.742,0.0352,119.804,4
4366,Itan Ta Logia Sou Fotia,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,188880,1,0.411,0.875,0.285,0.378,0.00206,0.19,-11.257,0.0329,111.785,4
4367,Pos Na Sopaso - Remastered,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,170706,1,0.533,0.625,0.315,0.193,2.26e-05,0.0642,-9.823,0.0303,88.355,4
4368,Girnan Amilita Pedia - Remastered,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,201013,0,0.281,0.232,0.733,0.549,5.88e-05,0.315,-7.678,0.0416,177.326,5
4369,Afto Ton Kosmo Ton Kalo (Rave Xilone) - Remastered,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,244146,2,0.565,0.249,0.664,0.759,3.84e-05,0.0975,-7.179,0.0346,118.992,4
4370,Itane Mia Fora - Remastered,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,198733,2,0.539,0.83,0.266,0.268,0.0,0.0966,-12.063,0.0348,125.421,4
4371,To Paramithi,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,114840,1,0.569,0.789,0.811,0.949,0.000264,0.176,-7.399,0.0296,137.175,4
4372,Gia Sou Hara Sou Venetia - Remastered,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,121306,3,0.324,0.474,0.531,0.807,0.0,0.171,-6.107,0.0331,146.82,3
4373,Barba Gianni Makrigianni - Remastered,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,123866,1,0.546,0.706,0.664,0.753,0.0,0.129,-6.213,0.0318,120.833,4
4374,Palikari Sta Sfakia - Remastered,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,166560,1,0.399,0.428,0.509,0.213,1.61e-05,0.151,-10.311,0.0342,94.17,4
4375,Kalin Esperan (Apospasma) - Remastered,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,323373,1,0.48,0.849,0.647,0.547,0.0,0.914,-8.229,0.0764,113.114,4
4376,Fili Ki Adelfia - Remastered,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,141213,1,0.439,0.79,0.494,0.649,0.0,0.422,-7.236,0.0309,122.609,4
4377,To Megalo Mas Tsirko - Remastered,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,452733,0,0.36,0.624,0.647,0.624,0.0,0.924,-7.206,0.0404,121.893,4
4378,Proskinima,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,272680,1,0.249,0.894,0.529,0.485,0.00153,0.0744,-9.084,0.0339,103.411,3
4379,I Anaparastasi (Brosta Pigeni O Laos),45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,359960,0,0.317,0.861,0.299,0.205,0.0019,0.114,-12.694,0.0391,135.447,4
4380,To Tragoudi Tou Bertoldou,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,116493,0,0.618,0.617,0.461,0.798,0.0,0.648,-10.898,0.203,126.592,4
4381,To Tragoudi Ton Horikon,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,297053,2,0.178,0.975,0.192,0.0649,0.000161,0.0654,-15.168,0.0323,150.128,4
4382,To Telos,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,202626,0,0.338,0.949,0.142,0.131,0.898,0.105,-19.04,0.0361,88.656,4
4383,Nin Ke Ai,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,207773,1,0.368,0.925,0.332,0.29,8.3e-06,0.0912,-11.177,0.0317,107.953,4
4384,Ston Kato Dromo,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,184253,1,0.438,0.928,0.2,0.466,1.36e-06,0.124,-12.112,0.0319,130.473,4
4385,Irthe O Keros,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,210480,1,0.449,0.765,0.473,0.557,0.0,0.0891,-7.197,0.0313,120.688,4
4386,Emis Pou Miname,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,203840,0,0.478,0.769,0.514,0.742,4.17e-06,0.0837,-8.047,0.0305,126.497,4
4387,Anonimon,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,238000,1,0.254,0.894,0.328,0.294,0.0,0.116,-11.29,0.0306,79.083,4
4388,Kokkina Triadafilla Gia Mena,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,284893,0,0.279,0.756,0.38,0.384,0.00143,0.109,-11.373,0.0326,91.508,4
4389,Agapi Agapi,45 Hronia - O Mousikos Kosmos Tou Stavrou Xarhakou,Stavros Xarhakos,2007-03-15,362546,0,0.308,0.984,0.0887,0.0515,0.0462,0.0918,-17.269,0.0469,84.64,4
4390,Ke Ti Den Kano,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,201120,0,0.386,0.692,0.489,0.661,0.0,0.239,-6.957,0.0346,176.957,4
4391,Tou Kosmou To Perigelo,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,139866,0,0.768,0.633,0.429,0.883,0.0,0.0726,-7.286,0.0367,135.702,4
4392,"Vrehi Fotia Sti Strata Mou - From ""Oratotis Miden""",Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,168773,2,0.55,0.505,0.523,0.532,3.09e-06,0.39,-6.531,0.0309,118.933,3
4393,Opos Fevgoun Ta Karavia,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,179853,1,0.634,0.496,0.68,0.656,0.0,0.0598,-6.928,0.0306,123.286,4
4394,O Paliatzis,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,199320,0,0.68,0.746,0.516,0.803,0.0,0.148,-7.199,0.0399,133.234,4
4395,Agapi Mou Epikindini,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,161720,0,0.546,0.596,0.512,0.73,3.73e-06,0.265,-7.955,0.0281,106.397,4
4396,Enas Aitos Gremistike,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,151693,0,0.599,0.819,0.584,0.675,0.000161,0.243,-6.564,0.0297,126.917,4
4397,T' Agathia Tis Kardias Sou,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,160680,0,0.583,0.842,0.517,0.837,1.77e-06,0.131,-7.254,0.0347,125.806,3
4398,Ti Sou Ftei To Pedi,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,150320,0,0.619,0.701,0.554,0.668,0.0,0.373,-5.843,0.0335,119.866,3
4399,Afilotimi,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,181200,0,0.705,0.427,0.78,0.802,0.0,0.154,-7.665,0.0346,113.437,5
4400,To Sterno T' Agoi,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,167320,0,0.463,0.671,0.608,0.556,0.0,0.156,-6.851,0.0333,133.438,4
4401,To Tragoudi Tis Perdikas,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,183426,0,0.508,0.816,0.57,0.53,0.000401,0.171,-7.41,0.0304,133.352,4
4402,Sto Stathmo Tou Monahou,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,193453,0,0.635,0.678,0.668,0.954,0.0,0.257,-5.328,0.0297,74.119,5
4403,Itan Pseftika,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,123560,0,0.708,0.841,0.54,0.903,0.000101,0.254,-6.258,0.0347,144.814,3
4404,Kardia Mou Alitissa,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,160000,0,0.461,0.74,0.605,0.47,0.0,0.0792,-7.034,0.0438,84.86,4
4405,Ego Kala Sou Ta 'Lega,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,157320,0,0.615,0.696,0.711,0.749,0.000135,0.0897,-6.972,0.0367,146.273,3
4406,To Bouzouki Tou Nikola,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,177373,0,0.682,0.664,0.52,0.648,0.0,0.0565,-7.739,0.0324,84.343,4
4407,Tsifteteli Pehnidiariko,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,175306,0,0.621,0.347,0.638,0.926,1.18e-06,0.136,-6.465,0.0298,91.706,4
4408,De Me Ponese Kanis,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,195546,0,0.667,0.872,0.476,0.813,0.0,0.0871,-6.99,0.0404,113.839,3
4409,Den Ime Enohos,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,190160,0,0.519,0.908,0.267,0.704,0.0,0.0653,-9.362,0.0376,118.022,4
4410,Kardia Mou Ihes Agapisi,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,195213,0,0.206,0.78,0.519,0.552,0.0,0.3,-7.835,0.038,83.632,1
4411,Apokimithika,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,247346,0,0.426,0.888,0.484,0.455,2.66e-06,0.0869,-9.254,0.0468,126.6,3
4412,Ki Olo Kleo,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,151360,0,0.497,0.728,0.51,0.37,7.2e-06,0.0688,-8.998,0.0476,146.977,4
4413,Giati Thee Mou I Zoi,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,200733,0,0.603,0.641,0.638,0.587,0.00662,0.203,-6.079,0.0304,121.849,4
4414,Arga Ine Pia Arga,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,173520,0,0.283,0.444,0.75,0.854,0.0,0.336,-5.709,0.0591,208.613,3
4415,Ipokrinese,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,188520,0,0.436,0.759,0.498,0.541,0.0,0.0514,-7.537,0.0305,82.177,4
4416,Apopse Tha Methiso,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,274280,0,0.444,0.811,0.379,0.592,0.0,0.0763,-9.634,0.044,121.426,4
4417,Ola Ine Danika,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,246120,0,0.424,0.851,0.639,0.693,1.65e-05,0.069,-6.9,0.0402,96.485,4
4418,Ta Pires Ola Ki Efiges,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,222800,0,0.482,0.601,0.39,0.563,0.000103,0.112,-8.377,0.0304,134.607,4
4419,Akou Vre File,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,214413,0,0.531,0.743,0.548,0.777,0.0,0.154,-7.903,0.0269,88.783,4
4420,Pios Sou Ipe Gia Tous Mages,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,187893,0,0.652,0.464,0.587,0.772,0.0,0.0836,-8.191,0.0379,119.518,3
4421,O Salonikios,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,226600,1,0.651,0.572,0.88,0.715,2.75e-06,0.0751,-5.478,0.0393,118.87,4
4422,Me Skotose Giati Tin Agapousa,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,172666,0,0.42,0.372,0.687,0.628,0.0,0.121,-6.295,0.0399,157.479,4
4423,O Taxitzis,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,168080,0,0.607,0.593,0.637,0.662,0.0,0.0749,-5.881,0.0388,120.655,4
4424,Fevgodas,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,209680,0,0.415,0.739,0.443,0.38,0.0,0.0888,-8.518,0.0369,105.157,3
4425,Efige,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,242453,0,0.45,0.717,0.515,0.783,1.33e-06,0.113,-7.838,0.0383,102.701,4
4426,Teliosame,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,165920,0,0.419,0.831,0.544,0.594,0.0,0.0768,-7.22,0.0301,101.828,4
4427,Anthropos Ise Ke Ligas,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,189973,0,0.683,0.471,0.637,0.757,5.02e-06,0.0377,-6.521,0.0345,129.473,4
4428,Ego O Xenos,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,191840,0,0.698,0.436,0.914,0.844,0.0,0.0991,-5.948,0.0811,90.976,4
4429,Ena Lepto Periptera,Vrehi Fotia Sti Strata Mou 1959 - 1990 30 Hronia,Stratos Dionisiou,2003-12-08,178600,0,0.6,0.463,0.863,0.875,0.0,0.0533,-6.22,0.0881,90.402,4
4430,Plakiotissa,Tragoudistes Tou Rebetikou (Vol. 2),Stratos Pagioumtzis,1996-11-29,177413,0,0.55,0.962,0.523,0.923,0.899,0.277,-8.823,0.0443,169.836,4
4431,Gia Mia Palia Mou Agapi,Tragoudistes Tou Rebetikou (Vol. 2),Stratos Pagioumtzis,1996-11-29,185560,0,0.749,0.993,0.23,0.671,0.118,0.178,-11.464,0.0562,95.342,4
4432,Sto Limanaki Sou,Tragoudistes Tou Rebetikou (Vol. 2),Stratos Pagioumtzis,1996-11-29,184893,0,0.557,0.995,0.252,0.704,0.902,0.121,-13.878,0.0495,122.536,4
4433,I Baglamades,Tragoudistes Tou Rebetikou (Vol. 2),Stratos Pagioumtzis,1996-11-29,190480,0,0.716,0.972,0.305,0.267,0.211,0.304,-10.209,0.0773,118.171,4
4434,To Zari,Tragoudistes Tou Rebetikou (Vol. 2),Stratos Pagioumtzis,1996-11-29,196453,0,0.718,0.994,0.179,0.57,0.569,0.108,-13.299,0.0454,81.364,4
4435,I Fisarmonika,Tragoudistes Tou Rebetikou (Vol. 2),Stratos Pagioumtzis,1996-11-29,188840,0,0.571,0.995,0.193,0.351,0.0625,0.139,-12.593,0.0485,165.665,4
4436,Hrapa Hroupa To Xirafi,Tragoudistes Tou Rebetikou (Vol. 2),Stratos Pagioumtzis,1996-11-29,194600,0,0.579,0.995,0.254,0.7,0.749,0.122,-13.641,0.0422,100.834,4
4437,Platsa Poutsa,Tragoudistes Tou Rebetikou (Vol. 2),Stratos Pagioumtzis,1996-11-29,186480,0,0.597,0.994,0.266,0.709,0.9,0.116,-14.902,0.0464,83.534,4
4438,San Tis Orfanias Ton Kaimo,Tragoudistes Tou Rebetikou (Vol. 2),Stratos Pagioumtzis,1996-11-29,191893,0,0.701,0.995,0.198,0.632,0.833,0.119,-13.456,0.0478,74.312,4
4439,Ola Gia Sena Koukla Mou,Tragoudistes Tou Rebetikou (Vol. 2),Stratos Pagioumtzis,1996-11-29,186200,0,0.624,0.992,0.223,0.539,0.852,0.174,-11.606,0.0499,95.508,4
4440,Mia Ke I Zoi Tha Svisi,Tragoudistes Tou Rebetikou (Vol. 2),Stratos Pagioumtzis,1996-11-29,192240,0,0.76,0.995,0.25,0.699,0.11,0.151,-12.227,0.0377,112.119,4
4441,Kouragio Pia Kardia Mou,Tragoudistes Tou Rebetikou (Vol. 2),Stratos Pagioumtzis,1996-11-29,196373,0,0.545,0.993,0.3,0.684,0.81,0.263,-12.535,0.0387,73.36,4
4442,O Anaptiras,Tragoudistes Tou Rebetikou (Vol. 2),Stratos Pagioumtzis,1996-11-29,206933,0,0.5,0.994,0.325,0.567,0.862,0.12,-15.33,0.0475,118.066,4
4443,Stathika Pennies N' Akouso,Tragoudistes Tou Rebetikou (Vol. 2),Stratos Pagioumtzis,1996-11-29,206106,0,0.646,0.992,0.356,0.789,0.282,0.157,-11.37,0.0328,90.694,4
4444,Aliti M' Ekanes,Tragoudistes Tou Rebetikou (Vol. 2),Stratos Pagioumtzis,1996-11-29,203600,0,0.677,0.992,0.238,0.796,0.188,0.107,-12.48,0.0393,106.874,4
4445,Mira Me Katadikases,Tragoudistes Tou Rebetikou (Vol. 2),Stratos Pagioumtzis,1996-11-29,217773,0,0.632,0.992,0.252,0.846,0.619,0.223,-12.821,0.0503,137.369,4
4446,I Triadafillies,Tragoudistes Tou Rebetikou (Vol. 2),Stratos Pagioumtzis,1996-11-29,209133,0,0.603,0.994,0.169,0.664,0.477,0.134,-14.092,0.0546,119.351,4
4447,Tha Htiso Stin Ellada Kenourio Hollywood,Tragoudistes Tou Rebetikou (Vol. 2),Stratos Pagioumtzis,1996-11-29,200853,0,0.792,0.996,0.29,0.956,0.928,0.126,-15.349,0.0468,100.439,4
4448,Isodos,Mama Gernao,Tania Tsanaklidou,1988-10-20,33346,2,0.0802,0.665,0.128,0.0587,0.751,0.14,-25.256,0.0453,173.321,4
4449,Pame Kapou,Mama Gernao,Tania Tsanaklidou,1988-10-20,323920,7,0.302,0.551,0.335,0.417,1.76e-05,0.108,-13.285,0.0354,152.153,3
4450,Mires,Mama Gernao,Tania Tsanaklidou,1988-10-20,206400,14,0.517,0.549,0.491,0.661,0.0,0.0875,-11.472,0.0443,122.744,4
4451,Mama Gernao,Mama Gernao,Tania Tsanaklidou,1988-10-20,250346,26,0.341,0.902,0.143,0.119,0.00542,0.0889,-14.529,0.0325,98.743,4
4452,Giftaki,Mama Gernao,Tania Tsanaklidou,1988-10-20,272346,4,0.41,0.376,0.57,0.445,0.00182,0.0769,-14.011,0.0763,117.047,4
4453,Fili,Mama Gernao,Tania Tsanaklidou,1988-10-20,289320,4,0.49,0.305,0.502,0.524,8.19e-05,0.0932,-11.188,0.0406,121.769,4
4454,Strip Tiz,Mama Gernao,Tania Tsanaklidou,1988-10-20,217026,3,0.51,0.764,0.175,0.387,1.09e-05,0.133,-13.754,0.0467,121.896,4
4455,I Soultana I Fofo,Mama Gernao,Tania Tsanaklidou,1988-10-20,220946,19,0.538,0.294,0.492,0.641,0.0,0.0436,-9.719,0.0707,137.735,4
4456,Tsifteteli,Mama Gernao,Tania Tsanaklidou,1988-10-20,207173,3,0.555,0.956,0.252,0.639,0.0506,0.0872,-18.435,0.0421,120.634,4
4457,Zelatina/ YG,Mama Gernao,Tania Tsanaklidou,1988-10-20,199666,9,0.387,0.606,0.412,0.392,6.15e-06,0.319,-11.562,0.0408,147.347,4
4458,I G,Mama Gernao,Tania Tsanaklidou,1988-10-20,252600,5,0.463,0.923,0.0738,0.14,0.014,0.0738,-19.082,0.0364,99.501,4
4459,Feirouz,Tis Agapis Gerakaris,Thanasis Papakonstantinou,1996-01-10,247800,33,0.605,0.931,0.192,0.478,9.37e-05,0.0981,-15.122,0.0331,113.447,4
4460,Sti Fotia,Tis Agapis Gerakaris,Thanasis Papakonstantinou,1996-01-10,218560,22,0.699,0.61,0.283,0.716,6.12e-06,0.163,-14.174,0.0305,106.95,4
4461,Malamatenia Mou Zoi,Tis Agapis Gerakaris,Thanasis Papakonstantinou,1996-01-10,166933,16,0.639,0.741,0.452,0.868,6.79e-05,0.0792,-12.809,0.0308,91.348,4
